Timestamp;EURUSDFIXMP=WM;EURGBPFIXMP=WM;EURCHFFIXMP=WM;EURCZKFIXMP=WM;EURHUFFIXMP=WM;EURPLNFIXMP=WM;EURAUDFIXMP=WM;EURCADFIXMP=WM;EURDKKFIXMP=WM;EURHKDFIXMP=WM;EURJPYFIXMP=WM;EURNOKFIXMP=WM;EURNZDFIXMP=WM;EURRONFIXMP=WM;EURSEKFIXMP=WM;EURSGDFIXMP=WM;EURTRYFIXMP=WM;EURZARFIXMP=WM
2025-10-02 10:00:00;1,17545;0,8708;0,9354;24,2565;388,95;4,25825;1,7768;1,63825;7,46675;9,14615;172,3621;11,6605;2,01395;5,08365;10,99;1,5126;48,904;20,2148
2025-10-02 11:00:00;1,17525;0,87175;0,93485;24,249;388,675;4,25725;1,77705;1,6379;7,4667;9,14425;172,34455;11,6665;2,01535;5,08245;10,989;1,51225;48,90215;20,1937
2025-10-03 10:00:00;1,17365;0,8724;0,9353;24,2665;388,675;4,2555;1,7765;1,63895;7,46655;9,13305;172,9608;11,695;2,0116;5,08875;11,011;1,513;48,92335;20,2367
2025-10-03 11:00:00;1,1737;0,87245;0,935;24,273;388,65;4,2545;1,77715;1,6394;7,4667;9,13355;172,91535;11,68;2,01235;5,09295;11,0095;1,513;48,9257;20,22725
2025-10-06 10:00:00;1,1666;0,8682;0,932;24,3055;388,85;4,25425;1,7684;1,628;7,4664;9,0793;175,45665;11,6225;2,00605;5,0885;10,984;1,50965;48,6411;20,1501
2025-10-06 11:00:00;1,16635;0,86885;0,9313;24,3135;389,35;4,25275;1,76865;1,62775;7,4667;9,0785;175,3199;11,6235;2,00525;5,08905;10,989;1,5094;48,6295;20,13555
2025-10-07 10:00:00;1,1665;0,8677;0,93105;24,3335;392,075;4,25575;1,7689;1,6279;7,4656;9,0795;175,86735;11,605;2,00685;5,09175;10,9465;1,5077;48,6457;20,04925
2025-10-07 11:00:00;1,16745;0,8695;0,9306;24,332;392,15;4,25425;1,7706;1,62875;7,46625;9,0867;176,03395;11,607;2,00905;5,0918;10,9415;1,509;48,6885;20,0714
2025-10-08 10:00:00;1,16105;0,86635;0,9299;24,3785;392,9;4,2525;1,7695;1,62045;7,4666;9,03695;177,63485;11,613;2,0152;5,09575;10,9545;1,50555;48,4329;19,95265
2025-10-08 11:00:00;1,16335;0,8673;0,9303;24,3605;392,5;4,25175;1,76895;1,62245;7,46655;9,054;177,6901;11,619;2,01465;5,09575;10,957;1,5071;48,52885;19,96745
2025-10-09 10:00:00;1,1626;0,8684;0,93095;24,313;390,75;4,2535;1,76275;1,6216;7,4668;9,04565;177,3488;11,621;2,0114;5,0942;10,995;1,50595;48,50685;19,88485
2025-10-09 11:00:00;1,16195;0,86905;0,9302;24,3225;391,375;4,254;1,7616;1,62085;7,4668;9,04035;177,3891;11,625;2,01045;5,09385;10,9875;1,50545;48,48235;19,865
2025-10-10 10:00:00;1,15745;0,87095;0,9326;24,315;390,45;4,25875;1,7667;1,6227;7,467;9,0068;176,86415;11,68325;2,01315;5,09225;11,021;1,5031;48,4101;19,9588
2025-10-10 11:00:00;1,1572;0,8722;0,93265;24,3025;390,4;4,2585;1,76635;1,6222;7,46695;9,00565;176,6871;11,6865;2,01265;5,09285;11,0225;1,50265;48,39985;19,94145
2025-10-13 10:00:00;1,15945;0,8693;0,9312;24,3285;392,225;4,26175;1,77735;1,6233;7,46765;9,0164;176,4335;11,6755;2,02185;5,08935;11,0225;1,50485;48,46965;20,0527
2025-10-13 11:00:00;1,15845;0,86855;0,93145;24,3395;392,175;4,26;1,77635;1,6221;7,468;9,0088;176,206;11,6725;2,02155;5,0901;11,0175;1,5039;48,429;20,0542
2025-10-14 10:00:00;1,15565;0,871;0,92935;24,334;392,6;4,2615;1,79215;1,62595;7,46805;8,9852;175,78595;11,7575;2,03225;5,0878;11,0075;1,5036;48,3388;20,1733
2025-10-14 11:00:00;1,1553;0,8709;0,92895;24,3245;393,325;4,263;1,7924;1,62625;7,46835;8,98255;175,5363;11,782;2,032;5,08905;11,042;1,50365;48,32445;20,212
2025-10-15 10:00:00;1,1635;0,8715;0,931;24,2635;390,275;4,2555;1,7841;1,6334;7,46855;9,0469;176,10155;11,748;2,03105;5,08845;11,033;1,5076;48,6855;20,1344
2025-10-15 11:00:00;1,1625;0,86985;0,93075;24,273;390,575;4,2575;1,7824;1,632;7,46855;9,03585;175,9618;11,728;2,02935;5,0885;11,0275;1,50665;48,64335;20,11705
2025-10-16 10:00:00;1,1659;0,8677;0,92855;24,312;389,925;4,2515;1,79165;1,6369;7,4689;9,06075;176,38905;11,746;2,03205;5,08775;11,0285;1,51035;48,79875;20,21235
2025-10-16 11:00:00;1,16555;0,86775;0,92905;24,2885;389,75;4,2495;1,79105;1,6366;7,4689;9,05965;176,1962;11,734;2,03145;5,08745;11,0055;1,51;48,7838;20,17275
2025-10-17 10:00:00;1,16995;0,87085;0,9234;24,3295;390,7;4,2535;1,8088;1,64235;7,4692;9,08825;175,12985;11,792;2,04265;5,0888;11,062;1,51415;49,0794;20,39955
2025-10-17 11:00:00;1,169;0,87025;0,9235;24,303;390,9;4,25275;1,80415;1,6406;7,46915;9,0802;175,2857;11,773;2,03925;5,08835;11,0595;1,5134;49,03955;20,3786
2025-10-20 10:00:00;1,16615;0,8684;0,9246;24,3015;389,725;4,243;1,79585;1,6364;7,46835;9,0591;175,80295;11,732;2,03465;5,08875;10,995;1,50935;48,9296;20,1846
2025-10-20 11:00:00;1,16535;0,86905;0,92385;24,2955;389,6;4,24475;1,79545;1,63535;7,46845;9,0544;175,6299;11,729;2,03435;5,0895;10,9895;1,50875;48,89695;20,2013
2025-10-21 10:00:00;1,16215;0,8682;0,9234;24,312;389,475;4,23575;1,79135;1,6334;7,4689;9,0308;176,41435;11,694;2,03335;5,0831;10,952;1,50715;48,7731;20,1197
2025-10-21 11:00:00;1,1618;0,8681;0,92315;24,319;389,4;4,238;1,79055;1,63255;7,4689;9,0287;176,49485;11,6815;2,032;5,08325;10,9365;1,5073;48,75815;20,11225
2025-10-22 10:00:00;1,15945;0,8705;0,9232;24,2985;389,325;4,23425;1,78485;1,62465;7,46905;9,0086;176,0219;11,645;2,01765;5,08275;10,94485;1,50565;48,66995;20,2281
2025-10-22 11:00:00;1,15855;0,8702;0,92325;24,3095;389,25;4,23225;1,78585;1,62445;7,46925;9,00195;175,89685;11,6445;2,0182;5,0826;10,936;1,5051;48,63215;20,24855
2025-10-23 10:00:00;1,15935;0,86845;0,9253;24,314;390,525;4,235;1,7802;1,6227;7,4693;9,01045;176,9168;11,5805;2,01675;5,08245;10,9165;1,50645;48,6753;20,1205
2025-10-23 11:00:00;1,1588;0,8689;0,92525;24,3085;390,575;4,23375;1,7814;1,6219;7,46935;9,00555;177,01825;11,58;2,01795;5,08225;10,918;1,50635;48,65195;20,11965
